Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.12.14;WA72;Eisen und Stahl;1495531;1503364;-7833
01.12.14;WA73;Waren aus Eisen oder Stahl;1860086;1234418;625668
01.12.14;WA74;Kupfer und Waren daraus;640041;587069;52972
01.12.14;WA75;Nickel und Waren daraus;85123;96212;-11089
01.12.14;WA76;Aluminium und Waren daraus;930742;985864;-55122
01.12.14;WA78;Blei und Waren daraus;34043;21284;12759
01.12.14;WA79;Zink und Waren daraus;38391;82701;-44310
01.12.14;WA80;Zinn und Waren daraus;8968;25517;-16549
01.12.14;WA81;Andere unedle Metalle, Cermets usw.;108516;110746;-2230
01.12.14;WA82;Werkzeuge, Schneidwaren, Essbestecke;563950;363680;200270
01.12.14;WA83;Verschiedene Waren aus unedlen Metallen;435063;277483;157580
01.12.14;WA84;Maschinen, Apparate, mechanische Geräte;16439127;9239891;7199236
01.12.14;WA85;Elektrotechnische Erzeugnisse;9048600;8211377;837223
01.12.14;WA86;Schienenfahrzeuge;316017;227037;88980
01.12.14;WA87;Kraftfahrzeuge, Landfahrzeuge;14436701;6115046;8321655
01.12.14;WA88;Luftfahrzeuge, Raumfahrzeuge;3737867;1286217;2451650
01.12.14;WA89;Wasserfahrzeuge;337220;165607;171613
01.12.14;WA90;Optische, photografische usw. Erzeugnisse;4475518;2472835;2002683
01.12.14;WA91;Uhrmacherwaren;170764;175621;-4857
01.12.14;WA92;Musikinstrumente;50597;47413;3184
01.12.14;WA93;Waffen und Munition;36427;9181;27246
01.12.14;WA94;Möbel, Beleuchtungskörper usw.;1090244;1252978;-162734
01.12.14;WA95;Spielzeug, Spiele usw., Sportgeräte;317547;525970;-208423
01.12.14;WA96;Verschiedene Waren;262402;194668;67734
01.12.14;WA97;Kunstgegenstände, Sammlungsstücke;54406;54931;-525
01.12.14;WA98;Vollständige Fabrikationsanlagen;245692;8106;237586
01.12.14;WA99;Zusammenstellungen verschiedener Waren;1923804;861344;1062460
01.12.15;WA01;Lebende Tiere;124900;132502;-7602
01.12.15;WA02;Fleisch;587065;534994;52071
01.12.15;WA03;Fische, Krebs- und Weichtiere;136240;332787;-196547
01.12.15;WA04;Milch, Milcherzeugnisse, Eier, Honig;652667;607652;45015
01.12.15;WA05;Andere Waren tierischen Ursprungs;54602;64420;-9818
01.12.15;WA06;Pflanzen, Waren des Blumenhandels;54515;202517;-148002
01.12.15;WA07;Gemüse, Pflanzen für Ernährung;70963;472282;-401319
01.12.15;WA08;Geniessbare Früchte und Nüsse;159309;753353;-594044
01.12.15;WA09;Kaffee, Tee, Mate, Gewürze;195879;300642;-104763
01.12.15;WA10;Getreide;200642;217531;-16889
01.12.15;WA11;Müllereierzeugnisse, Malz usw.;121074;42859;78215
01.12.15;WA12;Ölsamen usw., Heilpflanzen usw.;82490;464704;-382214
01.12.15;WA13;Schellack, Gummen, Harz, Pflanzensaft;46396;31891;14505
01.12.15;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;457;3175;-2718
01.12.15;WA15;Tierische und pflanzliche Fette, Öle, Wachs;207307;285181;-77874
01.12.15;WA16;Zubereitungen von Fleisch, Fisch usw.;233244;203367;29877
01.12.15;WA17;Zucker und Zuckerwaren;155696;124759;30937
01.12.15;WA18;Kakao und Zubereitungen aus Kakao;491286;422582;68704
01.12.15;WA19;Zubereitungen aus Getreide usw., Backwaren;477123;335178;141945
01.12.15;WA20;Zubereitungen von Gemüse, Früchten usw.;219907;402833;-182926
01.12.15;WA21;Verschiedene Lebensmittelzubereitungen;377073;231421;145652
01.12.15;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;423457;558192;-134735
01.12.15;WA23;Rückstände der Lebensmittelindustrie, Futter;354708;348827;5881
01.12.15;WA24;Tabak;281087;151114;129973
01.12.15;WA25;Salz, Schwefel, Steine, Erden usw.;132627;131957;670
01.12.15;WA26;Erze, Schlacken, Aschen;32348;528584;-496236
01.12.15;WA27;Mineralische Brennstoffe usw.;2054788;6625951;-4571163
01.12.15;WA28;Anorganische chemische Erzeugnisse;614645;444946;169699
01.12.15;WA29;Organische chemische Erzeugnisse;1811554;2253902;-442348
01.12.15;WA30;Pharmazeutische Erzeugnisse;5352280;3276954;2075326
01.12.15;WA31;Düngemittel;182425;110087;72338
01.12.15;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;723358;402697;320661
01.12.15;WA33;Etherische Öle, Riech-, Schönheitsmittel;703850;538915;164935
01.12.15;WA34;Seifen, Waschmittel usw.;497539;291524;206015
01.12.15;WA35;Eiweissstoffe, Klebstoffe, Enzyme;226640;145277;81363
01.12.15;WA36;Sprengstoffe, pyrotechnische Artikel usw.;23578;26035;-2457
01.12.15;WA37;Photochemische Erzeugnisse;94643;63308;31335
01.12.15;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1556465;990704;565761
01.12.15;WA39;Kunststoffe und Waren daraus;3708595;2518579;1190016
01.12.15;WA40;Kautschuk und Waren daraus;941690;783037;158653
01.12.15;WA41;Häute, Felle, Leder;72379;48933;23446
01.12.15;WA42;Lederwaren, Sattlerwaren;149346;329233;-179887
01.12.15;WA43;Pelzfelle, künstliches Pelzwerk;10969;9478;1491
01.12.15;WA44;Holz, Holzwaren, Holzkohle;485732;479601;6131
01.12.15;WA45;Kork, Korkwaren;1849;7231;-5382
01.12.15;WA46;Flechtwaren, Korbmacherwaren;3313;10140;-6827
01.12.15;WA47;Halbstoffe aus Holz usw., Papierabfall;97838;324338;-226500
01.12.15;WA48;Papier, Pappe und Waren daraus;1317202;873777;443425
01.12.15;WA49;Bücher, Zeitungen, Bilddrucke usw.;387061;238836;148225
01.12.15;WA50;Seide;4789;3297;1492
01.12.15;WA51;Wolle, feine und grobe Tierhaare;43927;36200;7727
01.12.15;WA52;Baumwolle;72531;67990;4541
01.12.15;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;4099;6165;-2066
01.12.15;WA54;Synthetisches oder künstliches Filament;133608;93046;40562
01.12.15;WA55;Synthetische oder künstliche Spinnfaser;141888;102336;39552
01.12.15;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;163412;87952;75460
01.12.15;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;38659;90843;-52184
01.12.15;WA58;Spezialgewebe, Spitzen, Tapisserien;32827;18846;13981
01.12.15;WA59;Getränkte, bestrichene usw. Gewebe;156914;76942;79972
01.12.15;WA60;Gewirke und Gestricke;55197;31283;23914
01.12.15;WA61;Bekleidung usw. aus Gewirken, Gestricken;512617;1164032;-651415
01.12.15;WA62;Andere Bekleidung, Bekleidungszubehör;506985;1142623;-635638
01.12.15;WA63;Andere Konfektion, Spinnstoffwaren usw.;196491;284663;-88172
01.12.15;WA64;Schuhe, Gamaschen, ähnliche Waren;290426;676056;-385630
01.12.15;WA65;Kopfbedeckungen und Teile davon;21547;39053;-17506
01.12.15;WA66;Schirme, Gehstöcke usw., Peitschen;5143;16243;-11100
01.12.15;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;6903;18741;-11838
01.12.15;WA68;Waren aus Steinen, Gips, Zement usw.;282375;199132;83243
01.12.15;WA69;Keramische Waren;236823;193833;42990
01.12.15;WA70;Glas und Glaswaren;404194;323793;80401
01.12.15;WA71;Perlen, Edelsteine, Edelmetalle;732520;990162;-257642
01.12.15;WA72;Eisen und Stahl;1235250;1276575;-41325
01.12.15;WA73;Waren aus Eisen oder Stahl;1901518;1458206;443312
01.12.15;WA74;Kupfer und Waren daraus;553852;565929;-12077
01.12.15;WA75;Nickel und Waren daraus;59917;74673;-14756
01.12.15;WA76;Aluminium und Waren daraus;909629;1004410;-94781
01.12.15;WA78;Blei und Waren daraus;22123;27509;-5386
01.12.15;WA79;Zink und Waren daraus;38839;75526;-36687
01.12.15;WA80;Zinn und Waren daraus;5996;23107;-17111
01.12.15;WA81;Andere unedle Metalle, Cermets usw.;102479;109576;-7097
01.12.15;WA82;Werkzeuge, Schneidwaren, Essbestecke;558112;361979;196133
01.12.15;WA83;Verschiedene Waren aus unedlen Metallen;473287;307322;165965
01.12.15;WA84;Maschinen, Apparate, mechanische Geräte;16711214;9796244;6914970
01.12.15;WA85;Elektrotechnische Erzeugnisse;9338229;8837544;500685
01.12.15;WA86;Schienenfahrzeuge;218876;202945;15931
01.12.15;WA87;Kraftfahrzeuge, Landfahrzeuge;15357378;6880202;8477176
01.12.15;WA88;Luftfahrzeuge, Raumfahrzeuge;3789130;1624087;2165043
01.12.15;WA89;Wasserfahrzeuge;258909;34705;224204
01.12.15;WA90;Optische, photografische usw. Erzeugnisse;4847736;2704191;2143545
01.12.15;WA91;Uhrmacherwaren;181386;194472;-13086
01.12.15;WA92;Musikinstrumente;51781;54755;-2974
01.12.15;WA93;Waffen und Munition;40668;17183;23485
01.12.15;WA94;Möbel, Beleuchtungskörper usw.;1121267;1350901;-229634
01.12.15;WA95;Spielzeug, Spiele usw., Sportgeräte;378859;533865;-155006
01.12.15;WA96;Verschiedene Waren;295779;208732;87047
01.12.15;WA97;Kunstgegenstände, Sammlungsstücke;192060;78186;113874
01.12.15;WA98;Vollständige Fabrikationsanlagen;235666;2184;233482
01.12.15;WA99;Zusammenstellungen verschiedener Waren;1806418;1109661;696757
01.12.16;WA01;Lebende Tiere;106216;190704;-84488
01.12.16;WA02;Fleisch;676556;584966;91590
01.12.16;WA03;Fische, Krebs- und Weichtiere;165195;386278;-221083
01.12.16;WA04;Milch, Milcherzeugnisse, Eier, Honig;674910;671108;3802
01.12.16;WA05;Andere Waren tierischen Ursprungs;63285;76249;-12964
01.12.16;WA06;Pflanzen, Waren des Blumenhandels;59159;220669;-161510
01.12.16;WA07;Gemüse, Pflanzen für Ernährung;88910;530334;-441424
01.12.16;WA08;Geniessbare Früchte und Nüsse;165300;787788;-622488
01.12.16;WA09;Kaffee, Tee, Mate, Gewürze;233374;394275;-160901
01.12.16;WA10;Getreide;216864;209421;7443
01.12.16;WA11;Müllereierzeugnisse, Malz usw.;115022;43264;71758
01.12.16;WA12;Ölsamen usw., Heilpflanzen usw.;98526;413268;-314742
01.12.16;WA13;Schellack, Gummen, Harz, Pflanzensaft;49238;41165;8073
01.12.16;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;378;2768;-2390
01.12.16;WA15;Tierische und pflanzliche Fette, Öle, Wachs;229117;303489;-74372
01.12.16;WA16;Zubereitungen von Fleisch, Fisch usw.;229931;224466;5465
01.12.16;WA17;Zucker und Zuckerwaren;160117;120544;39573
01.12.16;WA18;Kakao und Zubereitungen aus Kakao;403868;367234;36634
01.12.16;WA19;Zubereitungen aus Getreide usw., Backwaren;472959;336040;136919
01.12.16;WA20;Zubereitungen von Gemüse, Früchten usw.;224290;396016;-171726
01.12.16;WA21;Verschiedene Lebensmittelzubereitungen;412470;249016;163454
01.12.16;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;446142;606390;-160248
01.12.16;WA23;Rückstände der Lebensmittelindustrie, Futter;339719;340278;-559
01.12.16;WA24;Tabak;297832;148744;149088
01.12.16;WA25;Salz, Schwefel, Steine, Erden usw.;139140;134888;4252
01.12.16;WA26;Erze, Schlacken, Aschen;39839;491197;-451358
01.12.16;WA27;Mineralische Brennstoffe usw.;2014574;6870430;-4855856
01.12.16;WA28;Anorganische chemische Erzeugnisse;640991;465267;175724
01.12.16;WA29;Organische chemische Erzeugnisse;1830672;2322624;-491952
01.12.16;WA30;Pharmazeutische Erzeugnisse;5456601;3593271;1863330
01.12.16;WA31;Düngemittel;163000;102998;60002
01.12.16;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;759491;427923;331568
01.12.16;WA33;Etherische Öle, Riech-, Schönheitsmittel;701638;568994;132644
01.12.16;WA34;Seifen, Waschmittel usw.;528864;321495;207369
01.12.16;WA35;Eiweissstoffe, Klebstoffe, Enzyme;240013;148488;91525
01.12.16;WA36;Sprengstoffe, pyrotechnische Artikel usw.;24724;19567;5157
01.12.16;WA37;Photochemische Erzeugnisse;105043;65813;39230
01.12.16;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1666274;1018126;648148
01.12.16;WA39;Kunststoffe und Waren daraus;3899600;2641748;1257852
01.12.16;WA40;Kautschuk und Waren daraus;992287;855999;136288
01.12.16;WA41;Häute, Felle, Leder;69264;58772;10492
01.12.16;WA42;Lederwaren, Sattlerwaren;168801;342795;-173994
01.12.16;WA43;Pelzfelle, künstliches Pelzwerk;8974;10093;-1119
01.12.16;WA44;Holz, Holzwaren, Holzkohle;529245;526031;3214
01.12.16;WA45;Kork, Korkwaren;2086;6257;-4171
01.12.16;WA46;Flechtwaren, Korbmacherwaren;2542;11219;-8677
01.12.16;WA47;Halbstoffe aus Holz usw., Papierabfall;94813;301778;-206965
01.12.16;WA48;Papier, Pappe und Waren daraus;1339644;936423;403221
01.12.16;WA49;Bücher, Zeitungen, Bilddrucke usw.;364076;256938;107138
01.12.16;WA50;Seide;3428;3824;-396
01.12.16;WA51;Wolle, feine und grobe Tierhaare;34898;45336;-10438
01.12.16;WA52;Baumwolle;70094;67397;2697
01.12.16;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;3629;6956;-3327
01.12.16;WA54;Synthetisches oder künstliches Filament;131563;100618;30945
01.12.16;WA55;Synthetische oder künstliche Spinnfaser;131102;97404;33698
01.12.16;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;160137;93528;66609
01.12.16;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;40714;99905;-59191
01.12.16;WA58;Spezialgewebe, Spitzen, Tapisserien;36181;20387;15794
01.12.16;WA59;Getränkte, bestrichene usw. Gewebe;166123;84040;82083
01.12.16;WA60;Gewirke und Gestricke;57128;33493;23635
01.12.16;WA61;Bekleidung usw. aus Gewirken, Gestricken;552961;1244479;-691518
01.12.16;WA62;Andere Bekleidung, Bekleidungszubehör;524798;1179206;-654408
01.12.16;WA63;Andere Konfektion, Spinnstoffwaren usw.;189565;287898;-98333
01.12.16;WA64;Schuhe, Gamaschen, ähnliche Waren;353125;765028;-411903
01.12.16;WA65;Kopfbedeckungen und Teile davon;26819;45202;-18383
01.12.16;WA66;Schirme, Gehstöcke usw., Peitschen;5776;13023;-7247
01.12.16;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;8253;19768;-11515
01.12.16;WA68;Waren aus Steinen, Gips, Zement usw.;314812;217360;97452
01.12.16;WA69;Keramische Waren;266042;198606;67436
01.12.16;WA70;Glas und Glaswaren;423110;367493;55617
01.12.16;WA71;Perlen, Edelsteine, Edelmetalle;967053;1584587;-617534
01.12.16;WA72;Eisen und Stahl;1528751;1604902;-76151
01.12.16;WA73;Waren aus Eisen oder Stahl;1822208;1394348;427860
01.12.16;WA74;Kupfer und Waren daraus;704629;665545;39084
01.12.16;WA75;Nickel und Waren daraus;72543;87032;-14489
01.12.16;WA76;Aluminium und Waren daraus;967047;1091098;-124051
01.12.16;WA78;Blei und Waren daraus;24110;32765;-8655
01.12.16;WA79;Zink und Waren daraus;50690;115654;-64964
01.12.16;WA80;Zinn und Waren daraus;9248;33865;-24617
01.12.16;WA81;Andere unedle Metalle, Cermets usw.;105174;121735;-16561
01.12.16;WA82;Werkzeuge, Schneidwaren, Essbestecke;655255;384789;270466
01.12.16;WA83;Verschiedene Waren aus unedlen Metallen;499575;327386;172189
01.12.16;WA84;Maschinen, Apparate, mechanische Geräte;17595543;10403742;7191801
01.12.16;WA85;Elektrotechnische Erzeugnisse;10060891;9853497;207394
01.12.16;WA86;Schienenfahrzeuge;314683;195560;119123
01.12.16;WA87;Kraftfahrzeuge, Landfahrzeuge;15592577;7717587;7874990
01.12.16;WA88;Luftfahrzeuge, Raumfahrzeuge;5128424;1352431;3775993
01.12.16;WA89;Wasserfahrzeuge;507149;344732;162417
01.12.16;WA90;Optische, photografische usw. Erzeugnisse;5319861;2887480;2432381
01.12.16;WA91;Uhrmacherwaren;179212;181115;-1903
01.12.16;WA92;Musikinstrumente;52071;58561;-6490
01.12.16;WA93;Waffen und Munition;39273;14923;24350
01.12.16;WA94;Möbel, Beleuchtungskörper usw.;1203121;1430658;-227537
01.12.16;WA95;Spielzeug, Spiele usw., Sportgeräte;343018;561844;-218826
01.12.16;WA96;Verschiedene Waren;306684;216305;90379
01.12.16;WA97;Kunstgegenstände, Sammlungsstücke;49357;35741;13616
01.12.16;WA98;Vollständige Fabrikationsanlagen;222125;23;222102
01.12.16;WA99;Zusammenstellungen verschiedener Waren;1583575;944173;639402
01.12.17;WA01;Lebende Tiere;131288;135370;-4082
01.12.17;WA02;Fleisch;664869;617870;46999
01.12.17;WA03;Fische, Krebs- und Weichtiere;150967;352406;-201439
01.12.17;WA04;Milch, Milcherzeugnisse, Eier, Honig;724044;787032;-62988
01.12.17;WA05;Andere Waren tierischen Ursprungs;70528;88740;-18212
01.12.17;WA06;Pflanzen, Waren des Blumenhandels;48711;201360;-152649
01.12.17;WA07;Gemüse, Pflanzen für Ernährung;81525;542991;-461466
01.12.17;WA08;Geniessbare Früchte und Nüsse;156066;876897;-720831
01.12.17;WA09;Kaffee, Tee, Mate, Gewürze;225870;295940;-70070
01.12.17;WA10;Getreide;131321;203996;-72675
01.12.17;WA11;Müllereierzeugnisse, Malz usw.;131988;47489;84499
01.12.17;WA12;Ölsamen usw., Heilpflanzen usw.;98076;320937;-222861
01.12.17;WA13;Schellack, Gummen, Harz, Pflanzensaft;45916;34860;11056
01.12.17;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;407;3258;-2851
01.12.17;WA15;Tierische und pflanzliche Fette, Öle, Wachs;206623;293264;-86641
01.12.17;WA16;Zubereitungen von Fleisch, Fisch usw.;234464;252890;-18426
01.12.17;WA17;Zucker und Zuckerwaren;208086;119919;88167
01.12.17;WA18;Kakao und Zubereitungen aus Kakao;415555;369175;46380
01.12.17;WA19;Zubereitungen aus Getreide usw., Backwaren;495237;350619;144618
01.12.17;WA20;Zubereitungen von Gemüse, Früchten usw.;225255;419763;-194508
01.12.17;WA21;Verschiedene Lebensmittelzubereitungen;406271;249189;157082
01.12.17;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;427934;607937;-180003
01.12.17;WA23;Rückstände der Lebensmittelindustrie, Futter;370560;335041;35519
01.12.17;WA24;Tabak;253385;154299;99086
01.12.17;WA25;Salz, Schwefel, Steine, Erden usw.;137508;133426;4082
01.12.17;WA26;Erze, Schlacken, Aschen;38180;557183;-519003
01.12.17;WA27;Mineralische Brennstoffe usw.;2354177;7972261;-5618084
01.12.17;WA28;Anorganische chemische Erzeugnisse;680502;454548;225954
01.12.17;WA29;Organische chemische Erzeugnisse;1972055;2806933;-834878
01.12.17;WA30;Pharmazeutische Erzeugnisse;6122065;3704327;2417738
01.12.17;WA31;Düngemittel;179288;90448;88840
01.12.17;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;806716;439228;367488
01.12.17;WA33;Etherische Öle, Riech-, Schönheitsmittel;708050;617483;90567
01.12.17;WA34;Seifen, Waschmittel usw.;525610;330457;195153
01.12.17;WA35;Eiweissstoffe, Klebstoffe, Enzyme;253271;151281;101990
01.12.17;WA36;Sprengstoffe, pyrotechnische Artikel usw.;35548;32389;3159
01.12.17;WA37;Photochemische Erzeugnisse;90855;78933;11922
01.12.17;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1688840;1063148;625692
01.12.17;WA39;Kunststoffe und Waren daraus;4095042;2857493;1237549
01.12.17;WA40;Kautschuk und Waren daraus;1020265;902742;117523
01.12.17;WA41;Häute, Felle, Leder;64526;54761;9765
01.12.17;WA42;Lederwaren, Sattlerwaren;177424;330338;-152914
01.12.17;WA43;Pelzfelle, künstliches Pelzwerk;7140;8067;-927
01.12.17;WA44;Holz, Holzwaren, Holzkohle;565493;529781;35712
01.12.17;WA45;Kork, Korkwaren;2061;7251;-5190
01.12.17;WA46;Flechtwaren, Korbmacherwaren;2599;8897;-6298
01.12.17;WA47;Halbstoffe aus Holz usw., Papierabfall;95872;324551;-228679
01.12.17;WA48;Papier, Pappe und Waren daraus;1312031;944454;367577
01.12.17;WA49;Bücher, Zeitungen, Bilddrucke usw.;376719;252647;124072
01.12.17;WA50;Seide;2982;3787;-805
01.12.17;WA51;Wolle, feine und grobe Tierhaare;36138;57107;-20969
01.12.17;WA52;Baumwolle;62760;65580;-2820
01.12.17;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;3600;5613;-2013
01.12.17;WA54;Synthetisches oder künstliches Filament;125021;101060;23961
01.12.17;WA55;Synthetische oder künstliche Spinnfaser;131115;100948;30167
01.12.17;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;161204;96789;64415
01.12.17;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;38088;96270;-58182
01.12.17;WA58;Spezialgewebe, Spitzen, Tapisserien;36423;18461;17962
01.12.17;WA59;Getränkte, bestrichene usw. Gewebe;174399;78810;95589
01.12.17;WA60;Gewirke und Gestricke;52439;33289;19150
01.12.17;WA61;Bekleidung usw. aus Gewirken, Gestricken;672781;1290961;-618180
01.12.17;WA62;Andere Bekleidung, Bekleidungszubehör;634109;1137549;-503440
01.12.17;WA63;Andere Konfektion, Spinnstoffwaren usw.;189068;277552;-88484
01.12.17;WA64;Schuhe, Gamaschen, ähnliche Waren;439014;830285;-391271
01.12.17;WA65;Kopfbedeckungen und Teile davon;35935;45474;-9539
01.12.17;WA66;Schirme, Gehstöcke usw., Peitschen;5583;14138;-8555
01.12.17;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;7844;19604;-11760
01.12.17;WA68;Waren aus Steinen, Gips, Zement usw.;322387;228035;94352
01.12.17;WA69;Keramische Waren;253598;197461;56137
01.12.17;WA70;Glas und Glaswaren;430129;362863;67266
01.12.17;WA71;Perlen, Edelsteine, Edelmetalle;945517;1515480;-569963
01.12.17;WA72;Eisen und Stahl;1685079;1875546;-190467
01.12.17;WA73;Waren aus Eisen oder Stahl;2069350;1480124;589226
01.12.17;WA74;Kupfer und Waren daraus;690174;610551;79623
01.12.17;WA75;Nickel und Waren daraus;90743;100956;-10213
01.12.17;WA76;Aluminium und Waren daraus;1122598;1102673;19925
01.12.17;WA78;Blei und Waren daraus;38758;44517;-5759
01.12.17;WA79;Zink und Waren daraus;53071;119143;-66072
01.12.17;WA80;Zinn und Waren daraus;8193;27675;-19482
01.12.17;WA81;Andere unedle Metalle, Cermets usw.;99599;145287;-45688
01.12.17;WA82;Werkzeuge, Schneidwaren, Essbestecke;651655;404570;247085
01.12.17;WA83;Verschiedene Waren aus unedlen Metallen;492184;328997;163187
01.12.17;WA84;Maschinen, Apparate, mechanische Geräte;18739309;10746169;7993140
01.12.17;WA85;Elektrotechnische Erzeugnisse;10436656;10583296;-146640
01.12.17;WA86;Schienenfahrzeuge;322394;232940;89454
01.12.17;WA87;Kraftfahrzeuge, Landfahrzeuge;16427021;8003406;8423615
01.12.17;WA88;Luftfahrzeuge, Raumfahrzeuge;3834984;841280;2993704
01.12.17;WA89;Wasserfahrzeuge;490628;123382;367246
01.12.17;WA90;Optische, photografische usw. Erzeugnisse;5595287;2957435;2637852
01.12.17;WA91;Uhrmacherwaren;151789;160103;-8314
01.12.17;WA92;Musikinstrumente;60170;58567;1603
01.12.17;WA93;Waffen und Munition;35288;14929;20359
01.12.17;WA94;Möbel, Beleuchtungskörper usw.;1155105;1388007;-232902
01.12.17;WA95;Spielzeug, Spiele usw., Sportgeräte;439710;635223;-195513
01.12.17;WA96;Verschiedene Waren;306222;207579;98643
01.12.17;WA97;Kunstgegenstände, Sammlungsstücke;56260;31465;24795
01.12.17;WA98;Vollständige Fabrikationsanlagen;113789;10495;103294
01.12.17;WA99;Zusammenstellungen verschiedener Waren;1391699;983943;407756
01.12.18;WA01;Lebende Tiere;123649;134001;-10352
01.12.18;WA02;Fleisch;585061;565723;19338
01.12.18;WA03;Fische, Krebs- und Weichtiere;136167;326762;-190595
01.12.18;WA04;Milch, Milcherzeugnisse, Eier, Honig;691827;662105;29722
01.12.18;WA05;Andere Waren tierischen Ursprungs;65848;72434;-6586
01.12.18;WA06;Pflanzen, Waren des Blumenhandels;54321;184258;-129937
01.12.18;WA07;Gemüse, Pflanzen für Ernährung;82099;519971;-437872
01.12.18;WA08;Geniessbare Früchte und Nüsse;145961;731486;-585525
01.12.18;WA09;Kaffee, Tee, Mate, Gewürze;202657;286696;-84039
01.12.18;WA10;Getreide;133572;270411;-136839
01.12.18;WA11;Müllereierzeugnisse, Malz usw.;116675;52273;64402
01.12.18;WA12;Ölsamen usw., Heilpflanzen usw.;107545;389156;-281611
01.12.18;WA13;Schellack, Gummen, Harz, Pflanzensaft;43227;50257;-7030
01.12.18;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;573;3177;-2604
01.12.18;WA15;Tierische und pflanzliche Fette, Öle, Wachs;184171;278602;-94431
01.12.18;WA16;Zubereitungen von Fleisch, Fisch usw.;250282;246205;4077
01.12.18;WA17;Zucker und Zuckerwaren;172042;118002;54040
01.12.18;WA18;Kakao und Zubereitungen aus Kakao;384842;354543;30299
01.12.18;WA19;Zubereitungen aus Getreide usw., Backwaren;467604;330844;136760
01.12.18;WA20;Zubereitungen von Gemüse, Früchten usw.;222049;376764;-154715
01.12.18;WA21;Verschiedene Lebensmittelzubereitungen;403919;252499;151420
01.12.18;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;399649;577171;-177522
01.12.18;WA23;Rückstände der Lebensmittelindustrie, Futter;333277;333449;-172
01.12.18;WA24;Tabak;212052;158296;53756
01.12.18;WA25;Salz, Schwefel, Steine, Erden usw.;132310;145149;-12839
01.12.18;WA26;Erze, Schlacken, Aschen;42454;623179;-580725
01.12.18;WA27;Mineralische Brennstoffe usw.;2322315;8486910;-6164595
01.12.18;WA28;Anorganische chemische Erzeugnisse;675285;509558;165727
01.12.18;WA29;Organische chemische Erzeugnisse;1792578;2862035;-1069457
01.12.18;WA30;Pharmazeutische Erzeugnisse;5429943;3847530;1582413
01.12.18;WA31;Düngemittel;190316;76298;114018
01.12.18;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;717894;425041;292853
01.12.18;WA33;Etherische Öle, Riech-, Schönheitsmittel;698615;550821;147794
01.12.18;WA34;Seifen, Waschmittel usw.;512183;307926;204257
01.12.18;WA35;Eiweissstoffe, Klebstoffe, Enzyme;226367;149415;76952
01.12.18;WA36;Sprengstoffe, pyrotechnische Artikel usw.;31451;26484;4967
01.12.18;WA37;Photochemische Erzeugnisse;110599;70270;40329
01.12.18;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;1630606;1029388;601218
01.12.18;WA39;Kunststoffe und Waren daraus;3784829;2776126;1008703
01.12.18;WA40;Kautschuk und Waren daraus;969228;845672;123556
01.12.18;WA41;Häute, Felle, Leder;56272;46730;9542
01.12.18;WA42;Lederwaren, Sattlerwaren;177715;313665;-135950
01.12.18;WA43;Pelzfelle, künstliches Pelzwerk;7248;10185;-2937
01.12.18;WA44;Holz, Holzwaren, Holzkohle;520961;537203;-16242
01.12.18;WA45;Kork, Korkwaren;2110;8598;-6488
01.12.18;WA46;Flechtwaren, Korbmacherwaren;2764;7110;-4346
01.12.18;WA47;Halbstoffe aus Holz usw., Papierabfall;98924;339639;-240715
01.12.18;WA48;Papier, Pappe und Waren daraus;1303679;938452;365227
01.12.18;WA49;Bücher, Zeitungen, Bilddrucke usw.;364786;273310;91476
01.12.18;WA50;Seide;1426;2875;-1449
01.12.18;WA51;Wolle, feine und grobe Tierhaare;24962;35475;-10513
01.12.18;WA52;Baumwolle;53023;58699;-5676
01.12.18;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;4632;5897;-1265
01.12.18;WA54;Synthetisches oder künstliches Filament;122775;93571;29204
01.12.18;WA55;Synthetische oder künstliche Spinnfaser;116128;92687;23441
