Datum;Waren_ID;Warenbezeichnung;Export;Import;Handelsbilanz
01.02.22;WA66;Schirme, Gehstöcke usw., Peitschen;9748;32154;-22406
01.02.22;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;14836;21802;-6966
01.02.22;WA68;Waren aus Steinen, Gips, Zement usw.;436153;302868;133285
01.02.22;WA69;Keramische Waren;338443;270553;67890
01.02.22;WA70;Glas und Glaswaren;609364;446047;163317
01.02.22;WA71;Perlen, Edelsteine, Edelmetalle;1720498;2776258;-1055760
01.02.22;WA72;Eisen und Stahl;2984733;3107796;-123063
01.02.22;WA73;Waren aus Eisen oder Stahl;2690020;2317773;372247
01.02.22;WA74;Kupfer und Waren daraus;1348363;1264336;84027
01.02.22;WA75;Nickel und Waren daraus;136237;188731;-52494
01.02.22;WA76;Aluminium und Waren daraus;1695986;2032776;-336790
01.02.22;WA78;Blei und Waren daraus;34656;50168;-15512
01.02.22;WA79;Zink und Waren daraus;80186;149868;-69682
01.02.22;WA80;Zinn und Waren daraus;15030;66033;-51003
01.02.22;WA81;Andere unedle Metalle, Cermets usw.;139902;185591;-45689
01.02.22;WA82;Werkzeuge, Schneidwaren, Essbestecke;792266;492017;300249
01.02.22;WA83;Verschiedene Waren aus unedlen Metallen;713255;490182;223073
01.02.22;WA84;Maschinen, Apparate, mechanische Geräte;19249133;12495742;6753391
01.02.22;WA85;Elektrotechnische Erzeugnisse;12944095;13742063;-797968
01.02.22;WA86;Schienenfahrzeuge;272713;239073;33640
01.02.22;WA87;Kraftfahrzeuge, Landfahrzeuge;19998809;9926873;10071936
01.02.22;WA88;Luftfahrzeuge, Raumfahrzeuge;2138542;664330;1474212
01.02.22;WA89;Wasserfahrzeuge;227301;243099;-15798
01.02.22;WA90;Optische, photografische usw. Erzeugnisse;5834276;3295539;2538737
01.02.22;WA91;Uhrmacherwaren;132270;196714;-64444
01.02.22;WA92;Musikinstrumente;72853;61973;10880
01.02.22;WA93;Waffen und Munition;54153;22723;31430
01.02.22;WA94;Möbel, Beleuchtungskörper usw.;1457047;1977220;-520173
01.02.22;WA95;Spielzeug, Spiele usw., Sportgeräte;373945;657733;-283788
01.02.22;WA96;Verschiedene Waren;324800;272053;52747
01.02.22;WA97;Kunstgegenstände, Sammlungsstücke;61637;60936;701
01.02.22;WA98;Vollständige Fabrikationsanlagen;22016;NULL;#WERT!
01.02.22;WA99;Zusammenstellungen verschiedener Waren;1074991;859284;215707
01.02.23;WA01;Lebende Tiere;102992;143283;-40291
01.02.23;WA02;Fleisch;556166;594412;-38246
01.02.23;WA03;Fische, Krebs- und Weichtiere;123896;366007;-242111
01.02.23;WA04;Milch, Milcherzeugnisse, Eier, Honig;1042974;914955;128019
01.02.23;WA05;Andere Waren tierischen Ursprungs;76105;105467;-29362
01.02.23;WA06;Pflanzen, Waren des Blumenhandels;83254;294808;-211554
01.02.23;WA07;Gemüse, Pflanzen für Ernährung;121718;801521;-679803
01.02.23;WA08;Geniessbare Früchte und Nüsse;168405;880348;-711943
01.02.23;WA09;Kaffee, Tee, Mate, Gewürze;291825;431148;-139323
01.02.23;WA10;Getreide;326223;386732;-60509
01.02.23;WA11;Müllereierzeugnisse, Malz usw.;209224;86235;122989
01.02.23;WA12;Ölsamen usw., Heilpflanzen usw.;224031;790640;-566609
01.02.23;WA13;Schellack, Gummen, Harz, Pflanzensaft;60356;60422;-66
01.02.23;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;1081;4590;-3509
01.02.23;WA15;Tierische und pflanzliche Fette, Öle, Wachs;383712;463238;-79526
01.02.23;WA16;Zubereitungen von Fleisch, Fisch usw.;285041;295385;-10344
01.02.23;WA17;Zucker und Zuckerwaren;287938;204831;83107
01.02.23;WA18;Kakao und Zubereitungen aus Kakao;577239;450480;126759
01.02.23;WA19;Zubereitungen aus Getreide usw., Backwaren;712726;537970;174756
01.02.23;WA20;Zubereitungen von Gemüse, Früchten usw.;259881;490045;-230164
01.02.23;WA21;Verschiedene Lebensmittelzubereitungen;677325;413228;264097
01.02.23;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;544041;650589;-106548
01.02.23;WA23;Rückstände der Lebensmittelindustrie, Futter;562192;455421;106771
01.02.23;WA24;Tabak;238940;355598;-116658
01.02.23;WA25;Salz, Schwefel, Steine, Erden usw.;200084;188251;11833
01.02.23;WA26;Erze, Schlacken, Aschen;109254;897209;-787955
01.02.23;WA27;Mineralische Brennstoffe usw.;3141308;10310652;-7169344
01.02.23;WA28;Anorganische chemische Erzeugnisse;1217693;806173;411520
01.02.23;WA29;Organische chemische Erzeugnisse;2590822;4521432;-1930610
01.02.23;WA30;Pharmazeutische Erzeugnisse;10071435;5499381;4572054
01.02.23;WA31;Düngemittel;341366;189496;151870
01.02.23;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;1001352;481106;520246
01.02.23;WA33;Etherische Öle, Riech-, Schönheitsmittel;1004303;674866;329437
01.02.23;WA34;Seifen, Waschmittel usw.;731282;423879;307403
01.02.23;WA35;Eiweissstoffe, Klebstoffe, Enzyme;393589;248921;144668
01.02.23;WA36;Sprengstoffe, pyrotechnische Artikel usw.;29257;16666;12591
01.02.23;WA37;Photochemische Erzeugnisse;79233;49938;29295
01.02.23;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;3009487;1769123;1240364
01.02.23;WA39;Kunststoffe und Waren daraus;5893949;4004330;1889619
01.02.23;WA40;Kautschuk und Waren daraus;1416497;1319539;96958
01.02.23;WA41;Häute, Felle, Leder;45400;40791;4609
01.02.23;WA42;Lederwaren, Sattlerwaren;237429;370298;-132869
01.02.23;WA43;Pelzfelle, künstliches Pelzwerk;3552;3852;-300
01.02.23;WA44;Holz, Holzwaren, Holzkohle;917696;771645;146051
01.02.23;WA45;Kork, Korkwaren;2323;8571;-6248
01.02.23;WA46;Flechtwaren, Korbmacherwaren;5824;12198;-6374
01.02.23;WA47;Halbstoffe aus Holz usw., Papierabfall;127153;339804;-212651
01.02.23;WA48;Papier, Pappe und Waren daraus;1753593;1113601;639992
01.02.23;WA49;Bücher, Zeitungen, Bilddrucke usw.;291108;217995;73113
01.02.23;WA50;Seide;2246;1994;252
01.02.23;WA51;Wolle, feine und grobe Tierhaare;46109;48460;-2351
01.02.23;WA52;Baumwolle;60866;56316;4550
01.02.23;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;5009;6230;-1221
01.02.23;WA54;Synthetisches oder künstliches Filament;129811;117054;12757
01.02.23;WA55;Synthetische oder künstliche Spinnfaser;144042;114269;29773
01.02.23;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;224336;147849;76487
01.02.23;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;49777;87567;-37790
01.02.23;WA58;Spezialgewebe, Spitzen, Tapisserien;46755;22532;24223
01.02.23;WA59;Getränkte, bestrichene usw. Gewebe;227102;112108;114994
01.02.23;WA60;Gewirke und Gestricke;58876;39327;19549
01.02.23;WA61;Bekleidung usw. aus Gewirken, Gestricken;1022383;1672643;-650260
01.02.23;WA62;Andere Bekleidung, Bekleidungszubehör;1058600;1625533;-566933
01.02.23;WA63;Andere Konfektion, Spinnstoffwaren usw.;256179;356665;-100486
01.02.23;WA64;Schuhe, Gamaschen, ähnliche Waren;861484;1165483;-303999
01.02.23;WA65;Kopfbedeckungen und Teile davon;62164;72879;-10715
01.02.23;WA66;Schirme, Gehstöcke usw., Peitschen;7640;25904;-18264
01.02.23;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;15836;19077;-3241
01.02.23;WA68;Waren aus Steinen, Gips, Zement usw.;462086;305220;156866
01.02.23;WA69;Keramische Waren;336486;256945;79541
01.02.23;WA70;Glas und Glaswaren;671110;513646;157464
01.02.23;WA71;Perlen, Edelsteine, Edelmetalle;1671124;1970001;-298877
01.02.23;WA72;Eisen und Stahl;2774556;2599712;174844
01.02.23;WA73;Waren aus Eisen oder Stahl;2796709;2395664;401045
01.02.23;WA74;Kupfer und Waren daraus;1195430;1051310;144120
01.02.23;WA75;Nickel und Waren daraus;209166;195073;14093
01.02.23;WA76;Aluminium und Waren daraus;1585485;1775812;-190327
01.02.23;WA78;Blei und Waren daraus;38771;57397;-18626
01.02.23;WA79;Zink und Waren daraus;55457;166238;-110781
01.02.23;WA80;Zinn und Waren daraus;11916;41146;-29230
01.02.23;WA81;Andere unedle Metalle, Cermets usw.;140731;169406;-28675
01.02.23;WA82;Werkzeuge, Schneidwaren, Essbestecke;779884;484221;295663
01.02.23;WA83;Verschiedene Waren aus unedlen Metallen;685615;467383;218232
01.02.23;WA84;Maschinen, Apparate, mechanische Geräte;20812266;13406136;7406130
01.02.23;WA85;Elektrotechnische Erzeugnisse;14342962;16587901;-2244939
01.02.23;WA86;Schienenfahrzeuge;231803;264891;-33088
01.02.23;WA87;Kraftfahrzeuge, Landfahrzeuge;23890740;11598526;12292214
01.02.23;WA88;Luftfahrzeuge, Raumfahrzeuge;2417498;927252;1490246
01.02.23;WA89;Wasserfahrzeuge;268107;500610;-232503
01.02.23;WA90;Optische, photografische usw. Erzeugnisse;6140569;3594704;2545865
01.02.23;WA91;Uhrmacherwaren;143319;194848;-51529
01.02.23;WA92;Musikinstrumente;77776;62446;15330
01.02.23;WA93;Waffen und Munition;54763;30221;24542
01.02.23;WA94;Möbel, Beleuchtungskörper usw.;1451792;1863066;-411274
01.02.23;WA95;Spielzeug, Spiele usw., Sportgeräte;387924;628052;-240128
01.02.23;WA96;Verschiedene Waren;342145;285994;56151
01.02.23;WA97;Kunstgegenstände, Sammlungsstücke;76491;64346;12145
01.02.23;WA98;Vollständige Fabrikationsanlagen;49881;754;49127
01.02.23;WA99;Zusammenstellungen verschiedener Waren;1143998;892695;251303
01.02.24;WA01;Lebende Tiere;119022;152168;-33146
01.02.24;WA02;Fleisch;599378;616177;-16799
01.02.24;WA03;Fische, Krebs- und Weichtiere;103884;353277;-249393
01.02.24;WA04;Milch, Milcherzeugnisse, Eier, Honig;1017683;920141;97542
01.02.24;WA05;Andere Waren tierischen Ursprungs;72491;92012;-19521
01.02.24;WA06;Pflanzen, Waren des Blumenhandels;81998;311603;-229605
01.02.24;WA07;Gemüse, Pflanzen für Ernährung;146056;788829;-642773
01.02.24;WA08;Geniessbare Früchte und Nüsse;180089;1031000;-850911
01.02.24;WA09;Kaffee, Tee, Mate, Gewürze;306466;487703;-181237
01.02.24;WA10;Getreide;276158;406581;-130423
01.02.24;WA11;Müllereierzeugnisse, Malz usw.;205054;81652;123402
01.02.24;WA12;Ölsamen usw., Heilpflanzen usw.;272186;633625;-361439
01.02.24;WA13;Schellack, Gummen, Harz, Pflanzensaft;59523;51900;7623
01.02.24;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;1180;3402;-2222
01.02.24;WA15;Tierische und pflanzliche Fette, Öle, Wachs;280731;445316;-164585
01.02.24;WA16;Zubereitungen von Fleisch, Fisch usw.;296108;315858;-19750
01.02.24;WA17;Zucker und Zuckerwaren;300227;207977;92250
01.02.24;WA18;Kakao und Zubereitungen aus Kakao;662442;592709;69733
01.02.24;WA19;Zubereitungen aus Getreide usw., Backwaren;774377;591629;182748
01.02.24;WA20;Zubereitungen von Gemüse, Früchten usw.;298810;571613;-272803
01.02.24;WA21;Verschiedene Lebensmittelzubereitungen;725195;474055;251140
01.02.24;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;543398;677821;-134423
01.02.24;WA23;Rückstände der Lebensmittelindustrie, Futter;598443;458885;139558
01.02.24;WA24;Tabak;269891;464438;-194547
01.02.24;WA25;Salz, Schwefel, Steine, Erden usw.;208743;168634;40109
01.02.24;WA26;Erze, Schlacken, Aschen;67709;815978;-748269
01.02.24;WA27;Mineralische Brennstoffe usw.;2844306;8271964;-5427658
01.02.24;WA28;Anorganische chemische Erzeugnisse;1042619;706309;336310
01.02.24;WA29;Organische chemische Erzeugnisse;2376894;2961594;-584700
01.02.24;WA30;Pharmazeutische Erzeugnisse;9678833;5984430;3694403
01.02.24;WA31;Düngemittel;276538;143765;132773
01.02.24;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;1024585;463369;561216
01.02.24;WA33;Etherische Öle, Riech-, Schönheitsmittel;1077840;746192;331648
01.02.24;WA34;Seifen, Waschmittel usw.;790996;449961;341035
01.02.24;WA35;Eiweissstoffe, Klebstoffe, Enzyme;395452;240956;154496
01.02.24;WA36;Sprengstoffe, pyrotechnische Artikel usw.;35918;19387;16531
01.02.24;WA37;Photochemische Erzeugnisse;79056;50080;28976
01.02.24;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;2900695;1700438;1200257
01.02.24;WA39;Kunststoffe und Waren daraus;6013896;3858420;2155476
01.02.24;WA40;Kautschuk und Waren daraus;1442157;1350300;91857
01.02.24;WA41;Häute, Felle, Leder;47368;41269;6099
01.02.24;WA42;Lederwaren, Sattlerwaren;252577;364076;-111499
01.02.24;WA43;Pelzfelle, künstliches Pelzwerk;4477;5249;-772
01.02.24;WA44;Holz, Holzwaren, Holzkohle;846654;661690;184964
01.02.24;WA45;Kork, Korkwaren;1859;8038;-6179
01.02.24;WA46;Flechtwaren, Korbmacherwaren;5892;12817;-6925
01.02.24;WA47;Halbstoffe aus Holz usw., Papierabfall;124775;330879;-206104
01.02.24;WA48;Papier, Pappe und Waren daraus;1674764;1098393;576371
01.02.24;WA49;Bücher, Zeitungen, Bilddrucke usw.;277755;220655;57100
01.02.24;WA50;Seide;1719;3713;-1994
01.02.24;WA51;Wolle, feine und grobe Tierhaare;36402;39959;-3557
01.02.24;WA52;Baumwolle;52090;45629;6461
01.02.24;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;3826;5236;-1410
01.02.24;WA54;Synthetisches oder künstliches Filament;139231;116067;23164
01.02.24;WA55;Synthetische oder künstliche Spinnfaser;120593;108552;12041
01.02.24;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;224366;138529;85837
01.02.24;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;52032;87868;-35836
01.02.24;WA58;Spezialgewebe, Spitzen, Tapisserien;45485;22489;22996
01.02.24;WA59;Getränkte, bestrichene usw. Gewebe;229674;109987;119687
01.02.24;WA60;Gewirke und Gestricke;55224;35483;19741
01.02.24;WA61;Bekleidung usw. aus Gewirken, Gestricken;1049909;1520056;-470147
01.02.24;WA62;Andere Bekleidung, Bekleidungszubehör;1128728;1525157;-396429
01.02.24;WA63;Andere Konfektion, Spinnstoffwaren usw.;259239;337702;-78463
01.02.24;WA64;Schuhe, Gamaschen, ähnliche Waren;973617;1146567;-172950
01.02.24;WA65;Kopfbedeckungen und Teile davon;64953;77957;-13004
01.02.24;WA66;Schirme, Gehstöcke usw., Peitschen;7268;27609;-20341
01.02.24;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;14711;24138;-9427
01.02.24;WA68;Waren aus Steinen, Gips, Zement usw.;474250;316894;157356
01.02.24;WA69;Keramische Waren;328310;244891;83419
01.02.24;WA70;Glas und Glaswaren;644620;479719;164901
01.02.24;WA71;Perlen, Edelsteine, Edelmetalle;1890089;1558304;331785
01.02.24;WA72;Eisen und Stahl;2631468;2348209;283259
01.02.24;WA73;Waren aus Eisen oder Stahl;2776056;2152120;623936
01.02.24;WA74;Kupfer und Waren daraus;1184563;1052107;132456
01.02.24;WA75;Nickel und Waren daraus;169314;193442;-24128
01.02.24;WA76;Aluminium und Waren daraus;1468304;1628337;-160033
01.02.24;WA78;Blei und Waren daraus;49041;47349;1692
01.02.24;WA79;Zink und Waren daraus;59003;116697;-57694
01.02.24;WA80;Zinn und Waren daraus;10921;40457;-29536
01.02.24;WA81;Andere unedle Metalle, Cermets usw.;141885;172548;-30663
01.02.24;WA82;Werkzeuge, Schneidwaren, Essbestecke;838063;487326;350737
01.02.24;WA83;Verschiedene Waren aus unedlen Metallen;728352;481600;246752
01.02.24;WA84;Maschinen, Apparate, mechanische Geräte;21482227;13419005;8063222
01.02.24;WA85;Elektrotechnische Erzeugnisse;14060111;15333777;-1273666
01.02.24;WA86;Schienenfahrzeuge;263064;286132;-23068
01.02.24;WA87;Kraftfahrzeuge, Landfahrzeuge;23832212;11540616;12291596
01.02.24;WA88;Luftfahrzeuge, Raumfahrzeuge;2266687;864383;1402304
01.02.24;WA89;Wasserfahrzeuge;147239;637693;-490454
01.02.24;WA90;Optische, photografische usw. Erzeugnisse;6611505;3815443;2796062
01.02.24;WA91;Uhrmacherwaren;140800;211890;-71090
01.02.24;WA92;Musikinstrumente;78389;63558;14831
01.02.24;WA93;Waffen und Munition;58028;35005;23023
01.02.24;WA94;Möbel, Beleuchtungskörper usw.;1472055;1908682;-436627
01.02.24;WA95;Spielzeug, Spiele usw., Sportgeräte;364903;535144;-170241
01.02.24;WA96;Verschiedene Waren;350925;286114;64811
01.02.24;WA97;Kunstgegenstände, Sammlungsstücke;172526;43003;129523
01.02.24;WA98;Vollständige Fabrikationsanlagen;87000;13;86987
01.02.24;WA99;Zusammenstellungen verschiedener Waren;1231742;994657;237085
01.02.25;WA01;Lebende Tiere;123485;117740;5745
01.02.25;WA02;Fleisch;588440;673184;-84744
01.02.25;WA03;Fische, Krebs- und Weichtiere;111432;358011;-246579
01.02.25;WA04;Milch, Milcherzeugnisse, Eier, Honig;1049029;1024140;24889
01.02.25;WA05;Andere Waren tierischen Ursprungs;71229;109370;-38141
01.02.25;WA06;Pflanzen, Waren des Blumenhandels;77047;350336;-273289
01.02.25;WA07;Gemüse, Pflanzen für Ernährung;151792;840338;-688546
01.02.25;WA08;Geniessbare Früchte und Nüsse;186599;1155141;-968542
01.02.25;WA09;Kaffee, Tee, Mate, Gewürze;415172;551395;-136223
01.02.25;WA10;Getreide;239432;304761;-65329
01.02.25;WA11;Müllereierzeugnisse, Malz usw.;188686;83390;105296
01.02.25;WA12;Ölsamen usw., Heilpflanzen usw.;297930;510189;-212259
01.02.25;WA13;Schellack, Gummen, Harz, Pflanzensaft;60863;56340;4523
01.02.25;WA14;Flechtstoffe usw. pflanzlichen Ursprungs;1222;3817;-2595
01.02.25;WA15;Tierische und pflanzliche Fette, Öle, Wachs;301840;435155;-133315
01.02.25;WA16;Zubereitungen von Fleisch, Fisch usw.;294986;338316;-43330
01.02.25;WA17;Zucker und Zuckerwaren;309149;200751;108398
01.02.25;WA18;Kakao und Zubereitungen aus Kakao;953399;1003339;-49940
01.02.25;WA19;Zubereitungen aus Getreide usw., Backwaren;810835;627761;183074
01.02.25;WA20;Zubereitungen von Gemüse, Früchten usw.;313076;607154;-294078
01.02.25;WA21;Verschiedene Lebensmittelzubereitungen;780331;527580;252751
01.02.25;WA22;Getränke, alkoholhaltige Flüssigkeiten, Essig;566597;696326;-129729
01.02.25;WA23;Rückstände der Lebensmittelindustrie, Futter;564333;503969;60364
01.02.25;WA24;Tabak;301375;447916;-146541
01.02.25;WA25;Salz, Schwefel, Steine, Erden usw.;202927;172902;30025
01.02.25;WA26;Erze, Schlacken, Aschen;51591;704650;-653059
01.02.25;WA27;Mineralische Brennstoffe usw.;2879124;9573379;-6694255
01.02.25;WA28;Anorganische chemische Erzeugnisse;1100231;604766;495465
01.02.25;WA29;Organische chemische Erzeugnisse;2329599;3399666;-1070067
01.02.25;WA30;Pharmazeutische Erzeugnisse;10177344;6319752;3857592
01.02.25;WA31;Düngemittel;257798;211465;46333
01.02.25;WA32;Gerb- und Farbstoffe, Farben, Lacke usw.;989510;491412;498098
01.02.25;WA33;Etherische Öle, Riech-, Schönheitsmittel;1020566;789543;231023
01.02.25;WA34;Seifen, Waschmittel usw.;793063;451217;341846
01.02.25;WA35;Eiweissstoffe, Klebstoffe, Enzyme;405941;242327;163614
01.02.25;WA36;Sprengstoffe, pyrotechnische Artikel usw.;36103;19751;16352
01.02.25;WA37;Photochemische Erzeugnisse;80679;58610;22069
01.02.25;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;2752157;1679845;1072312
01.02.25;WA39;Kunststoffe und Waren daraus;5843125;3838545;2004580
01.02.25;WA40;Kautschuk und Waren daraus;1376025;1340681;35344
01.02.25;WA41;Häute, Felle, Leder;42336;38389;3947
01.02.25;WA42;Lederwaren, Sattlerwaren;245296;414359;-169063
01.02.25;WA43;Pelzfelle, künstliches Pelzwerk;2839;4216;-1377
01.02.25;WA44;Holz, Holzwaren, Holzkohle;806767;726339;80428
01.02.25;WA45;Kork, Korkwaren;2276;7822;-5546
01.02.25;WA46;Flechtwaren, Korbmacherwaren;5257;14921;-9664
01.02.25;WA47;Halbstoffe aus Holz usw., Papierabfall;121822;282629;-160807
01.02.25;WA48;Papier, Pappe und Waren daraus;1633151;1127678;505473
01.02.25;WA49;Bücher, Zeitungen, Bilddrucke usw.;265521;219384;46137
01.02.25;WA50;Seide;1908;2450;-542
01.02.25;WA51;Wolle, feine und grobe Tierhaare;35834;34621;1213
01.02.25;WA52;Baumwolle;44405;47883;-3478
01.02.25;WA53;Andere pflanzliche Spinnstoffe, Papiergarn;3756;7674;-3918
01.02.25;WA54;Synthetisches oder künstliches Filament;133873;106506;27367
01.02.25;WA55;Synthetische oder künstliche Spinnfaser;129472;106065;23407
01.02.25;WA56;Watte, Filz, Vliesstoff usw., Tauwerk;234429;149977;84452
01.02.25;WA57;Teppiche, Fussbodenbelag aus Spinnstoff;57652;99129;-41477
01.02.25;WA58;Spezialgewebe, Spitzen, Tapisserien;42906;22356;20550
01.02.25;WA59;Getränkte, bestrichene usw. Gewebe;224852;102673;122179
01.02.25;WA60;Gewirke und Gestricke;52183;32652;19531
01.02.25;WA61;Bekleidung usw. aus Gewirken, Gestricken;1008332;1698091;-689759
01.02.25;WA62;Andere Bekleidung, Bekleidungszubehör;1068400;1655225;-586825
01.02.25;WA63;Andere Konfektion, Spinnstoffwaren usw.;249239;418397;-169158
01.02.25;WA64;Schuhe, Gamaschen, ähnliche Waren;931666;1277581;-345915
01.02.25;WA65;Kopfbedeckungen und Teile davon;64651;85805;-21154
01.02.25;WA66;Schirme, Gehstöcke usw., Peitschen;10176;29425;-19249
01.02.25;WA67;Zugerichtete Federn, Daunen, künstliche Blumen;15210;27843;-12633
01.02.25;WA68;Waren aus Steinen, Gips, Zement usw.;466553;314440;152113
01.02.25;WA69;Keramische Waren;314818;257608;57210
01.02.25;WA70;Glas und Glaswaren;612338;456812;155526
01.02.25;WA71;Perlen, Edelsteine, Edelmetalle;2235272;2364672;-129400
01.02.25;WA72;Eisen und Stahl;2436040;2025986;410054
01.02.25;WA73;Waren aus Eisen oder Stahl;2722399;2106273;616126
01.02.25;WA74;Kupfer und Waren daraus;1297311;1032076;265235
01.02.25;WA75;Nickel und Waren daraus;170271;178222;-7951
01.02.25;WA76;Aluminium und Waren daraus;1576632;1731358;-154726
